,Predicted Adview
2080,47.61
2081,4.19
2082,15.07
2083,265.89
2084,6.58
2085,937.02
2086,38.7
2087,94.58
2088,8.35
2089,2985.55
2090,3.51
2091,111.56
2092,16.69
2093,4.23
2094,13.64
2095,387.08
2096,17.75
2097,8.95
2098,10.29
2099,2.19
2100,176.43
2101,2.39
2102,1141.33
2103,4193.29
2104,32.51
2105,212.17
2106,1.47
2107,8.86
2108,878.23
2109,11.44
2110,1.99
2111,1.61
2112,40.14
2113,2.76
2114,7.69
2115,3253.37
2116,28251.62
2117,12.61
2118,107.76
2119,1.77
2120,736.55
2121,1481.45
2122,12.54
2123,260.74
2124,16.76
2125,212.04
2126,17.23
2127,5.35
2128,7.16
2129,19.51
2130,9.81
2131,331.31
2132,2598.46
2133,4401.47
2134,1547.05
2135,11.8
2136,6.79
2137,7.61
2138,668.23
2139,12.75
2140,236.08
2141,670.97
2142,3.28
2143,11.5
2144,504.43
2145,1130.68
2146,10.06
2147,184.38
2148,106.46
2149,938.33
2150,32.61
2151,2.23
2152,1052.31
2153,2539.39
2154,3.75
2155,24.97
2156,2055.92
2157,4.33
2158,7.28
2159,1381.31
2160,1.3
2161,250.72
2162,5.98
2163,350.7
2164,6.83
2165,24.01
2166,8.64
2167,72.42
2168,3.38
2169,1.49
2170,6.6
2171,706.8
2172,52.14
2173,138.26
2174,4.32
2175,2248.22
2176,10.9
2177,5.9
2178,230.29
2179,11.11
2180,6.53
2181,516.43
2182,46840.82
2183,220.21
2184,123.98
2185,35.18
2186,15779.52
2187,1616.95
2188,30.88
2189,4.18
2190,1.7
2191,4526.61
2192,1.79
2193,16128.88
2194,4.12
2195,2.46
2196,1.81
2197,10.06
2198,1.95
2199,15.3
2200,4448.59
2201,31144.4
2202,3032.47
2203,1517.96
2204,7162.36
2205,2479.0
2206,8502.73
2207,2.42
2208,666.55
2209,719.11
2210,443.82
2211,1.42
2212,2.77
2213,7.11
2214,102.2
2215,3.97
2216,2965.07
2217,4.36
2218,1.66
2219,1154.17
2220,668.01
2221,232.85
2222,22.74
2223,14.57
2224,1036.95
2225,99.29
2226,1.86
2227,277.15
2228,305.65
2229,538.38
2230,14453.62
2231,7.5
2232,201.27
2233,614.28
2234,5380.31
2235,9.39
2236,4.12
2237,3288.71
2238,511.24
2239,2039.8
2240,12.16
2241,121370.0
2242,4.18
2243,1803.39
2244,519.16
2245,51.86
2246,137.76
2247,7.6
2248,423.79
2249,3587.88
2250,4.77
2251,1659.52
2252,3.41
2253,13957.86
2254,29.42
2255,3486.87
2256,4550.15
2257,1628.79
2258,56.86
2259,740.8
2260,1467.93
2261,2.85
2262,96.42
2263,13.54
2264,9.52
2265,6.12
2266,2.03
2267,708.89
2268,65.95
2269,4.9
2270,9.76
2271,9.24
2272,13.26
2273,54.91
2274,121.58
2275,6.21
2276,51.43
2277,8.71
2278,3016.56
2279,6.36
2280,2.22
2281,1.07
2282,410.47
2283,4.27
2284,40.11
2285,283.77
2286,3.32
2287,85.84
2288,742.73
2289,643.16
2290,4.99
2291,155.94
2292,5.34
2293,3813.93
2294,3.64
2295,2369.81
2296,3535.05
2297,7.33
2298,11.6
2299,22.16
2300,323.97
2301,3495.81
2302,2.37
2303,5.28
2304,3723.93
2305,743.0
2306,37738.27
2307,1534.02
2308,818.39
2309,2.59
2310,6.17
2311,3.97
2312,14.11
2313,2.89
2314,10160.17
2315,82.2
2316,4011.53
2317,3.58
2318,2.48
2319,1261.08
2320,47.81
2321,37.28
2322,481.97
2323,4.43
2324,1.99
2325,1.92
2326,25.01
2327,747.82
2328,194.71
2329,602.99
2330,4.53
2331,1.92
2332,5.32
2333,34.46
2334,143.51
2335,937.23
2336,5.5
2337,805.86
2338,8.09
2339,31411.45
2340,5.45
2341,953.28
2342,167.33
2343,7.75
2344,1.3
2345,1351.1
2346,2142.56
2347,9.93
2348,34187.51
2349,3.24
2350,3.09
2351,868.42
2352,149903.96
2353,3612.81
2354,125.31
2355,28.08
2356,6.14
2357,22.41
2358,6.65
2359,1664.35
2360,2.39
2361,37.03
2362,3.45
2363,1.24
2364,3.71
2365,29.52
2366,19.93
2367,1.21
2368,6.57
2369,3.36
2370,3.97
2371,1.64
2372,2960.58
2373,305.04
2374,408.29
2375,3.25
2376,164.95
2377,26.47
2378,7374.48
2379,24.67
2380,137.71
2381,1215.05
2382,16.14
2383,13.98
2384,20.87
2385,34.0
2386,170.07
2387,578.22
2388,293.56
2389,1861.77
2390,4563.93
2391,701.82
2392,13.06
2393,7.94
2394,3563.92
2395,347.6
2396,4.7
2397,23.56
2398,6.19
2399,358.92
2400,56.1
2401,475.16
2402,18962.77
2403,563.43
2404,461.97
2405,512.88
2406,149.51
2407,711.92
2408,8.4
2409,1.52
2410,1764.59
2411,329.22
2412,21.89
2413,2323.98
2414,22.4
2415,6.94
2416,7.25
2417,11.14
2418,26.69
2419,1113.08
2420,2.93
2421,6.06
2422,2.0
2423,8.59
2424,1149.95
2425,648.56
2426,2.51
2427,13.35
2428,28.0
2429,623.47
2430,3411.21
2431,12.06
2432,8.95
2433,1508.31
2434,1398.19
2435,80.49
2436,6.73
2437,15.88
2438,880.07
2439,3.88
2440,1173.17
2441,586.43
2442,940.53
2443,108.89
2444,1418.72
2445,1195.48
2446,2237.33
2447,2.97
2448,31.91
2449,10.3
2450,280.71
2451,1773.41
2452,23.48
2453,6.53
2454,1179.53
2455,4746.18
2456,84.2
2457,6.0
2458,6.02
2459,9.88
2460,28.81
2461,3687.98
2462,72.23
2463,175.19
2464,1437.76
2465,14.59
2466,37.37
2467,3178.76
2468,27.78
2469,2.41
2470,2.54
2471,16.15
2472,9853.98
2473,10.22
2474,210.79
2475,1013.76
2476,8.56
2477,721.13
2478,3.16
2479,12.37
2480,2.96
2481,1456.02
2482,32.77
2483,8.08
2484,2.6
2485,13.05
2486,5.34
2487,2.32
2488,1.2
2489,10.2
2490,3.71
2491,10.94
2492,16.49
2493,12.06
2494,1.62
2495,112.25
2496,1387.43
2497,8.08
2498,34.5
2499,28.82
2500,308.1
2501,350.91
2502,105.66
2503,560.47
2504,9.52
2505,344.37
2506,1.24
2507,55.16
2508,360.19
2509,281.38
2510,2.7
2511,210.78
2512,57.67
2513,2.22
2514,8696.35
2515,3.52
2516,46.78
2517,490.67
2518,119.02
2519,4640.27
2520,207.17
2521,26.75
2522,2061.6
2523,8.58
2524,50.64
2525,210.88
2526,1769.95
2527,2.31
2528,110.5
2529,576.14
2530,6501.32
2531,880.46
2532,3.97
2533,71.92
2534,127.84
2535,6346.42
2536,69.47
2537,7.32
2538,9959.92
2539,6.62
2540,15.84
2541,2313.4
2542,139.74
2543,69.4
2544,8.36
2545,586.01
2546,38.67
2547,43.66
2548,10.46
2549,3997.27
2550,7.89
2551,1770.3
2552,15.06
2553,20.35
2554,24.7
2555,3002.68
2556,661.27
2557,5938.06
2558,239.87
2559,1663.6
2560,216.44
2561,3.46
2562,2510.97
2563,28.26
2564,19.45
2565,67.03
2566,3.18
2567,18.07
2568,2.65
2569,23.52
2570,883.36
2571,180.7
2572,1.66
2573,3.75
2574,2.91
2575,3.28
2576,121.73
2577,6419.33
2578,1654.93
2579,647.58
2580,188.47
2581,2.2
2582,7061.33
2583,465.15
2584,313.18
2585,2.57
2586,6.4
2587,3.34
2588,35.33
2589,4.44
2590,297.62
2591,2.42
2592,2.14
2593,1213.85
2594,374.33
2595,43.71
2596,69.28
2597,1395.23
2598,4.09
2599,4.66
2600,1167.27
2601,354.13
2602,168.27
2603,8.95
2604,6.77
2605,104.49
2606,1967.26
2607,206.11
2608,23.0
2609,2663.49
2610,6.99
2611,97.02
2612,323.94
2613,14807.31
2614,23.29
2615,997.05
2616,939.73
2617,3230.47
2618,122.5
2619,4.19
2620,7.89
2621,1014.64
2622,41.44
2623,126.56
2624,2.73
2625,272.64
2626,178.39
2627,108.86
2628,1156.6
2629,633.61
2630,186.08
2631,4.24
2632,1.48
2633,690.55
2634,9.76
2635,6.62
2636,7.37
2637,91.35
2638,392.72
2639,5.18
2640,4.87
2641,51.3
2642,13.81
2643,152.48
2644,1880.51
2645,117.21
2646,2668.15
2647,2.17
2648,73.93
2649,956.1
2650,428.07
2651,15.18
2652,6196.61
2653,219.78
2654,2.47
2655,9.29
2656,20.01
2657,876.02
2658,455.8
2659,396.55
2660,16.22
2661,75.04
2662,338.84
2663,1946.18
2664,4.78
2665,6243.19
2666,4.34
2667,1751.84
2668,5.57
2669,511.37
2670,6849.66
2671,8.16
2672,1424.18
2673,3113.06
2674,580.74
2675,183.68
2676,406.75
2677,1278.23
2678,6.46
2679,1537.43
2680,422.1
2681,234.97
2682,8.67
2683,10.57
2684,6.39
2685,69.83
2686,40.56
2687,6.63
2688,4.69
2689,846.89
2690,640.78
2691,2018.37
2692,51.51
2693,755.58
2694,215.31
2695,404.71
2696,21.45
2697,16.02
2698,6091.57
2699,10.63
2700,429.59
2701,1719.26
2702,175.03
2703,4549.58
2704,463.6
2705,7911.64
2706,667.26
2707,42.29
2708,3343.65
2709,738.47
2710,34.99
2711,4.61
2712,15.96
2713,16.01
2714,874.37
2715,11.15
2716,17116.78
2717,646.31
2718,1226.26
2719,22.71
2720,2.99
2721,330.22
2722,40187.01
2723,9.82
2724,690.85
2725,164.95
2726,2.25
2727,560.62
2728,10.02
2729,2607.14
2730,22.05
2731,1.79
2732,653.95
2733,5.88
2734,177.84
2735,682.2
2736,7.04
2737,120.43
2738,517.43
2739,21176.84
2740,8.05
2741,1911.53
2742,3.98
2743,4580.85
2744,4.06
2745,2486.05
2746,4.65
2747,1.41
2748,1.46
2749,22.75
2750,253.67
2751,15.85
2752,8.05
2753,908.32
2754,2354.04
2755,5345.41
2756,3604.0
2757,767.29
2758,6.54
2759,2.95
2760,3.91
2761,49370.41
2762,9.09
2763,821.81
2764,1041.24
2765,70.51
2766,97.67
2767,2.71
2768,640.97
2769,6.62
2770,3027.08
2771,294.97
2772,13.54
2773,3405.16
2774,3.81
2775,4.88
2776,6.53
2777,215.24
2778,9772.32
2779,1471.21
2780,2.55
2781,1.24
2782,1319.59
2783,494.21
2784,98.4
2785,3724.53
2786,3.93
2787,4.33
2788,153.78
2789,128.08
2790,725.29
2791,187.22
2792,693.01
2793,7.41
2794,2.73
2795,53.85
2796,2.66
2797,1287.82
2798,1498.5
2799,4915.34
2800,91.08
2801,10.57
2802,73.89
2803,891.59
2804,5.31
2805,114.7
2806,2.61
2807,3.43
2808,46.69
2809,9.91
2810,1.91
2811,105.18
2812,11.53
2813,2.65
2814,301.67
2815,2737.66
2816,247.1
2817,16.02
2818,740.99
2819,946.67
2820,6.33
2821,6.54
2822,3.0
2823,6.52
2824,350.65
2825,33322.21
2826,8.37
2827,111.65
2828,254017.31
2829,11.82
2830,6.99
2831,35.14
2832,35.41
2833,5.06
2834,498.5
2835,7.64
2836,950.72
2837,183.02
2838,18.81
2839,1.99
2840,205.5
2841,132.24
2842,1407.05
2843,609.54
2844,9.68
2845,14.75
2846,21.44
2847,2.87
2848,1.63
2849,4.25
2850,34.98
2851,5.12
2852,246.33
2853,1.1
2854,6.63
2855,2471.13
2856,10.47
2857,11.75
2858,5.0
2859,2695.33
2860,8.47
2861,3.02
2862,4.74
2863,2.14
2864,370.86
2865,6489.08
2866,5249.86
2867,742.85
2868,3681.38
2869,212.18
2870,4539.98
2871,83.61
2872,141.4
2873,5.2
2874,4.98
2875,7.49
2876,466.33
2877,10.92
2878,761.0
2879,109.63
2880,4.86
2881,1.57
2882,2.0
2883,284.72
2884,1048.94
2885,5.44
2886,22.57
2887,2477.39
2888,5.89
2889,1030.0
2890,641.02
2891,1.7
2892,8639.04
2893,5125.71
2894,496.7
2895,1.51
2896,7590.04
2897,500.56
2898,2.21
2899,1.37
2900,2197.36
2901,1749.1
2902,2339.48
2903,738.69
2904,521.08
2905,18.77
2906,4177.85
2907,33.94
2908,81.91
2909,4.64
2910,3.86
2911,1.96
2912,198.7
2913,131.85
2914,750.41
2915,386035.5
2916,395.37
2917,181.16
2918,127.83
2919,16215.74
2920,922.2
2921,25.94
2922,90.53
2923,2.09
2924,2458.33
2925,653.82
2926,47.2
2927,6.15
2928,585.87
2929,20.1
2930,22.36
2931,2216.21
2932,91.94
2933,1.19
2934,2676.32
2935,5.61
2936,243.76
2937,4440.77
2938,30.06
2939,16.38
2940,28.73
2941,156.83
2942,4.22
2943,35.27
2944,518.03
2945,2255.4
2946,8.74
2947,3.37
2948,6.37
2949,4.21
2950,2.97
2951,4.65
2952,6.04
2953,2.49
2954,3664.75
2955,3.55
2956,3.97
2957,1.43
2958,1786.41
2959,222.65
2960,30.11
2961,286.33
2962,1639.03
2963,17.76
2964,159.08
2965,1.87
2966,907.65
2967,1.55
2968,3.2
2969,381.24
2970,135.55
2971,666.22
2972,2.35
2973,317.36
2974,3.97
2975,14.22
2976,1.45
2977,196.0
2978,1.74
2979,314.57
2980,12.69
2981,185.62
2982,2.35
2983,387.04
2984,1.85
2985,21.01
2986,1.79
2987,3.45
2988,14.37
2989,1.69
2990,21.69
2991,2.98
2992,2.27
2993,49.67
2994,294.64
2995,171.68
2996,3.69
2997,864.3
2998,14.13
2999,3064.59
3000,21.36
3001,16.69
3002,4.18
3003,10.19
3004,189.77
3005,28.81
3006,15093.97
3007,27708.33
3008,2240.59
3009,69.27
3010,1152.95
3011,152.82
3012,40.57
3013,28.41
3014,16.96
3015,18.22
3016,138.08
3017,192.29
3018,6505.04
3019,54.63
3020,1.93
3021,15.52
3022,5.49
3023,473.06
3024,1.71
3025,4.2
3026,66.52
3027,19.57
3028,6.33
3029,1.51
3030,7.1
3031,417.16
3032,12907.67
3033,1303.77
3034,55.95
3035,78.05
3036,69.2
3037,126.99
3038,3832.05
3039,691.25
3040,874.77
3041,1614.84
3042,5.87
3043,3727.89
3044,8.61
3045,5.97
3046,10653.05
3047,22.75
3048,687.27
3049,364.15
3050,47.45
3051,1246.89
3052,1490.12
3053,815.23
3054,5.92
3055,441.74
3056,188.3
3057,5043.89
3058,34.41
3059,5.42
3060,216.93
3061,20026.15
3062,1096.81
3063,18.76
3064,14197.53
3065,4.44
3066,285.96
3067,259.33
3068,3817.22
3069,14.25
3070,5.24
3071,22.1
3072,3.46
3073,5.36
3074,6.0
3075,3.71
3076,26.04
3077,574.54
3078,245.73
3079,16.82
3080,3.02
3081,21325.32
3082,174.33
3083,5.65
3084,4.52
3085,143.12
3086,1522.66
3087,1481.8
3088,52.41
3089,523.38
3090,7.34
3091,11.09
3092,10.76
3093,6.14
3094,137.27
3095,997.96
3096,11.91
3097,2.71
3098,394.89
3099,182.81
3100,426.83
3101,10351.24
3102,92.48
3103,1738.1
3104,6229.59
3105,1087.78
3106,19.63
3107,403555.14
3108,341.59
3109,972.25
3110,22.32
3111,92.3
3112,13.15
3113,272.38
3114,98.28
3115,7148.03
3116,19.95
3117,2.78
3118,8905.13
3119,1283.26
3120,26.66
3121,1.47
3122,214.98
3123,1047.58
3124,49.24
3125,264.81
3126,69.84
3127,190.45
3128,1465.31
3129,2614.42
3130,6.58
3131,224.55
3132,5945.71
3133,3.6
3134,61.63
3135,209.71
3136,194.86
3137,969.11
3138,1.55
3139,22.93
3140,19.59
3141,5.02
3142,653.67
3143,1.7
3144,5.38
3145,7.89
3146,3758.58
3147,2633.8
3148,398.64
3149,85.45
3150,389.1
3151,1057.99
3152,6633.87
3153,15.32
3154,7.4
3155,5.43
3156,1022.6
3157,7.55
3158,18.34
3159,1829.79
3160,72.91
3161,24.19
3162,1019.96
3163,40.29
3164,272.73
3165,27.87
3166,554.17
3167,16765.78
3168,17.61
3169,28.98
3170,103.75
3171,7.21
3172,3.64
3173,175.92
3174,557.54
3175,3568.26
3176,26.16
3177,4655.41
3178,70.81
3179,196.19
3180,2.94
3181,268.44
3182,1.86
3183,180.0
3184,4.22
3185,1216.55
3186,11.73
3187,4.5
3188,16.75
3189,1.13
3190,12.88
3191,922.11
3192,56.55
3193,6.05
3194,6.5
3195,653.68
3196,307.97
3197,4.02
3198,3692.19
3199,3.71
3200,12.81
3201,10.89
3202,15.98
3203,101.15
3204,11.41
3205,322.98
3206,8.96
3207,42.22
3208,16.84
3209,9978.53
3210,15.57
3211,429.25
3212,4.17
3213,5.46
3214,3.5
3215,12.33
3216,107.22
3217,84.42
3218,1513.3
3219,29.4
3220,4.63
3221,9.91
3222,1.11
3223,38.86
3224,1119.07
3225,253.26
3226,204.64
3227,559.11
3228,1.9
3229,4.04
3230,590.36
3231,12.95
3232,223.22
3233,8.23
3234,46.35
3235,1.28
3236,1871.72
3237,30.32
3238,6.49
3239,8.3
3240,45.81
3241,370.9
3242,5.32
3243,1657.06
3244,22.35
3245,5757.49
3246,151.87
3247,2.57
3248,36.81
3249,1.8
3250,2.2
3251,6284.77
3252,3368.27
3253,16.65
3254,7.17
3255,2921.91
3256,2.4
3257,721.35
3258,1.13
3259,2.52
3260,89.87
3261,956.12
3262,428.69
3263,74.0
3264,2.96
3265,6.4
3266,21.4
3267,15.37
3268,7.61
3269,1048.64
3270,4.37
3271,6.31
3272,13133.24
3273,8265.07
3274,4.44
3275,1306.9
3276,482.94
3277,7.66
3278,1.63
3279,1537.72
3280,4705.2
3281,3.49
3282,364.12
3283,22.1
3284,232.62
3285,1329.55
3286,255.52
3287,15.68
3288,2.72
3289,6.04
3290,388.08
3291,618.62
3292,10.31
3293,9.17
3294,339.86
3295,8.93
3296,161.29
3297,300.23
3298,315.12
3299,8.45
3300,1550.45
3301,10.43
3302,16.62
3303,119.66
3304,2.46
3305,3.86
3306,304.88
3307,20.72
3308,7.6
3309,851.42
3310,3253.91
3311,8.48
3312,4771.23
3313,8.7
3314,3.01
3315,2098.53
3316,806.21
3317,14.06
3318,871.68
3319,2723.86
3320,2126.78
3321,1487.65
3322,12.19
3323,4.06
3324,7.79
3325,191.43
3326,331.54
3327,10.39
3328,28.4
3329,2.39
3330,2.4
3331,488.75
3332,1452.5
3333,511.57
3334,35.36
3335,528.24
3336,260.91
3337,2027.05
3338,5787.23
3339,40.52
3340,677.89
3341,5850.25
3342,416.58
3343,1465.25
3344,8.33
3345,22.24
3346,1439.0
3347,17.04
3348,586.29
3349,10.52
3350,982.38
3351,180.42
3352,15.03
3353,46.37
3354,335.64
3355,615.6
3356,41.64
3357,88.33
3358,810.31
3359,115.63
3360,2002.18
3361,409.84
3362,5.28
3363,385.66
3364,19.82
3365,524.3
3366,136.05
3367,167.94
3368,471.66
3369,3493.89
3370,14.51
3371,2276.09
3372,4.1
3373,1905.34
3374,1.67
3375,2422.77
3376,6.03
3377,759.34
3378,1867.39
3379,294.97
3380,5.76
3381,312.37
3382,190.56
3383,5.79
3384,14.68
3385,1.71
3386,3608.66
3387,148.1
3388,54.39
3389,1190.46
3390,1202.71
3391,1249.96
3392,31.59
3393,331.76
3394,3.46
3395,6099.85
3396,301.21
3397,195.44
3398,952.4
3399,3.17
3400,84.29
3401,10.22
3402,8841.23
3403,10.07
3404,3.98
3405,99.47
3406,10.54
3407,2.56
3408,3453.41
3409,267.5
3410,8.11
3411,7.85
3412,19.73
3413,15.61
3414,83.66
3415,1487.67
3416,681.41
3417,10.29
3418,6702.28
3419,66.98
3420,13.62
3421,252.62
3422,6086.8
3423,314.69
3424,3.21
3425,4.28
3426,13.61
3427,1093.37
3428,49.85
3429,90.35
3430,621.93
3431,58.74
3432,287.97
3433,1665.37
3434,4.81
3435,13.22
3436,43.4
3437,3247.59
3438,1521.28
3439,1107.97
3440,43.88
3441,9.42
3442,177.37
3443,19.66
3444,7.45
3445,15.54
3446,619.79
3447,951.64
3448,1.33
3449,30.79
3450,694.96
3451,34051.86
3452,3.92
3453,2100.58
3454,21.19
3455,45.33
3456,303.36
3457,6.82
3458,4330.66
3459,344.73
3460,26.19
3461,460.32
3462,905.81
3463,234.93
3464,3.47
3465,23.33
3466,15.92
3467,313.89
3468,772.44
3469,8.54
3470,20.14
3471,9.52
3472,1169.48
3473,9.38
3474,3281.97
3475,858.43
3476,129.57
3477,169.29
3478,1330.09
3479,8.87
3480,122.71
3481,997833.21
3482,1866.46
3483,1.85
3484,117.23
3485,102.89
3486,217.34
3487,13.39
3488,3.6
3489,972.67
3490,1.91
3491,136.67
3492,2.82
3493,20.44
3494,626.71
3495,839.11
3496,1226.96
3497,786.13
3498,8828.65
3499,876.58
3500,112.63
3501,10.59
3502,3.89
3503,2998.88
3504,14.46
3505,57.93
3506,239.55
3507,3.02
3508,444.72
3509,970.3
3510,1.63
3511,582.52
3512,2108.84
3513,32.48
3514,6029.43
3515,1103.97
3516,775.25
3517,1.23
3518,5.39
3519,3635.29
3520,2263.85
3521,2902.07
3522,1894.83
3523,1.16
3524,6.58
3525,38.2
3526,7536.18
3527,35.16
3528,16.86
3529,301.04
3530,263.13
3531,1.2
3532,10.9
3533,2.12
3534,782.58
3535,99.5
3536,77.66
3537,11.47
3538,2424.97
3539,958.44
3540,9.01
3541,1151.67
3542,678.22
3543,1.65
3544,268.55
3545,17.32
3546,874.0
3547,1847.96
3548,6.99
3549,5079.04
3550,1.35
3551,11.62
3552,9.07
3553,1931.57
3554,193.79
3555,7.89
3556,6.67
3557,1400.67
3558,681.94
3559,800.05
3560,11.96
3561,47557.98
3562,166.75
3563,812.38
3564,5.84
3565,57.76
3566,1751.25
3567,324.74
3568,5.79
3569,201.67
3570,14.1
3571,8.47
3572,384.5
3573,169.85
3574,4.26
3575,508.41
3576,161.21
3577,3.18
3578,40760.8
3579,1593.77
3580,179.96
3581,16.2
3582,85.83
3583,1.9
3584,1.58
3585,36.85
3586,77.94
3587,18.58
3588,369.97
3589,16.63
3590,173.37
3591,32.09
3592,4662.64
3593,995.57
3594,651.69
3595,2053.77
3596,1781.76
3597,3.32
3598,1502.43
3599,81.25
3600,1600.09
3601,2218.64
3602,6.64
3603,61.17
3604,2.17
3605,61.45
3606,38432.46
3607,3.23
3608,1352.53
3609,69.58
3610,576.18
3611,1774.78
3612,1837.77
3613,1.57
3614,224.73
3615,30.43
3616,1.84
3617,14.31
3618,1793.01
3619,2456.75
3620,351.55
3621,2.74
3622,192.09
3623,409.33
3624,39.35
3625,65.86
3626,8.31
3627,6.19
3628,194.16
3629,146.09
3630,16.8
3631,82.8
3632,1184.52
3633,372.68
3634,1.17
3635,33.81
3636,308.94
3637,2089.0
3638,7.77
3639,4.51
3640,379.59
3641,6.25
3642,7.66
3643,8818.87
3644,13.17
3645,230.5
3646,451.38
3647,22.45
3648,5.41
3649,181.83
3650,2.04
3651,16.27
3652,1559.28
3653,99.9
3654,13.6
3655,1594.53
3656,1.86
3657,706.55
3658,32.84
3659,653.15
3660,91.32
3661,262.69
3662,503.6
3663,6.61
3664,7.09
3665,938.15
3666,3.41
3667,4411.08
3668,11.05
3669,3.59
3670,6376.05
3671,1258.14
3672,7188.61
3673,5753.99
3674,8.89
3675,4.86
3676,7.53
3677,6.07
3678,9.72
3679,81.33
3680,16.66
3681,44.21
3682,1.22
3683,558.67
3684,2.14
3685,5.25
3686,137.84
3687,8.77
3688,665.16
3689,933.64
3690,980.34
3691,63.7
3692,156.77
3693,255.26
3694,2.98
3695,83.16
3696,3.9
3697,999.01
3698,54.97
3699,5316.98
3700,2.48
3701,267.86
3702,11.03
3703,287.77
3704,927.32
3705,4.4
3706,320.71
3707,335.6
3708,6.78
3709,71.57
3710,367.44
3711,71.63
3712,2.48
3713,754.91
3714,17.57
3715,2.55
3716,26809.38
3717,2561.79
3718,1113.97
3719,1.62
3720,39.31
3721,5.55
3722,2.82
3723,7.31
3724,103.99
3725,1213.68
3726,405.48
3727,13.13
3728,212.39
3729,109.63
3730,7.62
3731,864.91
3732,11.24
3733,4.41
3734,323.52
3735,167.21
3736,8.48
3737,19951.09
3738,318.8
3739,16.13
3740,2.58
3741,2.26
3742,1121.64
3743,293.82
3744,35067.07
3745,5.53
3746,7.94
3747,937.25
3748,4511.15
3749,14.33
3750,866.91
3751,12.81
3752,263.93
3753,1.74
3754,339.32
3755,114.71
3756,7.61
3757,15.93
3758,4.62
3759,2235.16
3760,31.86
3761,20.49
3762,478.71
3763,34.98
3764,1.71
3765,2019.05
3766,6.25
3767,9.35
3768,865.51
3769,944.61
3770,146.81
3771,10.36
3772,2994.25
3773,903.86
3774,44.82
3775,6.35
3776,16.55
3777,554.91
3778,6.46
3779,2.99
3780,11.65
3781,640.46
3782,1.2
3783,1.72
3784,198.07
3785,3.06
3786,342.18
3787,4.78
3788,93.65
3789,7.71
3790,388.46
3791,2.87
3792,2832.03
3793,2.08
3794,16.78
3795,7.97
3796,39.37
3797,7139.81
3798,34.98
3799,5.3
3800,30.3
3801,4.34
3802,41.22
3803,4.2
3804,2059.26
3805,9072.38
3806,18.13
3807,37.47
3808,584.52
3809,130.15
3810,19.81
3811,328.67
3812,348.32
3813,2.34
3814,30.56
3815,10.76
3816,9.89
3817,2.55
3818,13387.58
3819,359556.77
3820,1.93
3821,1465.8
3822,64.19
3823,8.12
3824,958.66
3825,3.14
3826,9.11
3827,101.65
3828,415.96
3829,96.57
3830,136.36
3831,137.82
3832,4.12
3833,4.14
3834,7.49
3835,4.14
3836,1.65
3837,111.25
3838,2.25
3839,419.09
3840,94.63
3841,7.89
3842,79.56
3843,15.1
3844,153.17
3845,139.46
3846,5.64
3847,22.42
3848,954.81
3849,2.91
3850,8.53
3851,8129.99
3852,30.17
3853,504.9
3854,7.69
3855,20.24
3856,26941.87
3857,683.52
3858,69.71
3859,11.03
3860,3823.63
3861,795.64
3862,2.09
3863,475.54
3864,25.37
3865,10950.67
3866,38.28
3867,13.61
3868,3.32
3869,5.99
3870,4.28
3871,10830.61
3872,22864.03
3873,2.83
3874,1185.89
3875,2785.94
3876,334.02
3877,22074.66
3878,398.68
3879,1.53
3880,13.6
3881,1734.46
3882,5323.7
3883,2.58
3884,316.47
3885,14.05
3886,3.55
3887,6.64
3888,2306.56
3889,1269.46
3890,589.84
3891,54.74
3892,3010.29
3893,1402.64
3894,10.65
3895,1060.46
3896,6.99
3897,525.07
3898,987.54
3899,3.16
3900,3.6
3901,3.68
3902,905.27
3903,446.46
3904,1.23
3905,7.79
3906,78.46
3907,4.75
3908,9016.82
3909,49.36
3910,6.24
3911,1400.75
3912,7.89
3913,5212.63
3914,6.2
3915,260.82
3916,2.29
3917,1867.47
3918,6.87
3919,6525.29
3920,220.8
3921,3.47
3922,27.04
3923,17.31
3924,72.56
3925,22.88
3926,31.89
3927,10.72
3928,1186.11
3929,3.26
3930,15.32
3931,275.13
3932,28.43
3933,5886.21
3934,8549.57
3935,397.24
3936,6240.4
3937,45.33
3938,1978.5
3939,444.25
3940,1.92
3941,7.26
3942,1.43
3943,19.47
3944,1367.09
3945,2.35
3946,351.68
3947,130.64
3948,4.09
3949,1.46
3950,10.61
3951,507.34
3952,3.12
3953,11.72
3954,125.87
3955,25.9
3956,4.02
3957,257.61
3958,10.84
3959,21.4
3960,17.07
3961,224.55
3962,6.09
3963,29.91
3964,272.09
3965,1156.48
3966,1977.9
3967,1141.44
3968,23.69
3969,47.88
3970,16161.42
3971,2843.02
3972,1824.71
3973,663.33
3974,14.43
3975,1.64
3976,5.09
3977,698.98
3978,8.2
3979,16446.36
3980,3.49
3981,4.84
3982,1557.25
3983,13.42
3984,954.02
3985,1.15
3986,791.35
3987,15.65
3988,449.21
3989,96.47
3990,8.47
3991,147.31
3992,9.17
3993,9.56
3994,21.59
3995,486.26
3996,2251.42
3997,2208.55
3998,121.68
3999,3.54
4000,20.83
4001,2.44
4002,764.68
4003,164.91
4004,1.58
4005,7.45
4006,2604.52
4007,657.9
4008,13.51
4009,1.53
4010,6.33
4011,758.15
4012,1320.19
4013,8.04
4014,556.46
4015,182.09
4016,14.13
4017,16.46
4018,9.75
4019,58.12
4020,1065.18
4021,291.93
4022,23.15
